Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
Vieille fille : une proposition /,"Kock, Marie",9782348072765; 2348072769,La Découverte,Célibataires; Femmes; Jeunes femmes; Sociologie; Sexualité; [Récits personnels],10,9782348072765,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"vieille fille : une proposition / kock, marie célibataires; femmes; jeunes femmes; sociologie; sexualité; [récits personnels] ",,9782348072765,Vieille fille,Marie Kock,,2022,,,
Rendre les élèves acteurs de leurs apprentissages /,"Béal, Yves",9782206013725; 220601372X,Delagrave,apprentissage (psychologie)--enfant; apprentissage (psychologie)--didactique--élève--enseignement,11,9782206013725,"{'description': 'Présentation de réflexions et de remarques autour de cette question pédagogique, avec des pistes et des outils. [source inconnue].', 'categories': [""Apprentissage par l'action""], 'avg_rating': 0, 'page_count': 142}","Présentation de réflexions et de remarques autour de cette question pédagogique, avec des pistes et des outils. [source inconnue].","[""Apprentissage par l'action""]","rendre les élèves acteurs de leurs apprentissages / béal, yves apprentissage (psychologie)--enfant; apprentissage (psychologie)--didactique--élève--enseignement ",,9782206013725,Rendre les élèves acteurs de leurs apprentissages,"Yves Béal, Frédérique Maïaux",,2008,"Présentation de réflexions et de remarques autour de cette question pédagogique, avec des pistes et des outils. [source inconnue].",Apprentissage par l'action,
L'apprentissage par projets au secondaire : guide pratique pour planifier et réaliser des projets avec ses élèves /,"Larmer, John",9782765033202; 276503320X,Chenelière éducation,apprentissage (psychologie)--enseignement secondaire--pédagogie du projet; Enseignement - Méthode des projets; Enseignement secondaire; Méthodes actives; Enseignement en équipe; Enseignement - Travail de groupe,12,9782765033202,"{'description': '', 'categories': ['Education, Secondary'], 'avg_rating': 0, 'page_count': 119}",,"['Education, Secondary']","l'apprentissage par projets au secondaire : guide pratique pour planifier et réaliser des projets avec ses élèves / larmer, john apprentissage (psychologie)--enseignement secondaire--pédagogie du projet; enseignement - méthode des projets; enseignement secondaire; méthodes actives; enseignement en équipe; enseignement - travail de groupe ",,9782765033202,L'apprentissage par projets au secondaire,"John Larmer, Louise Capra, David Ross, Lucie Arpin, John R. Mergendoller, Buck Institute for Education",,2011-08,,"Education, Secondary",
Pour une pédagogie du projet /,"Bordalo, Isabelle",9782011709219; 2011709210,Hachette éducation,Enseignement--Méthode des projets,13,9782011709219,"{'description': ""La demande de projet est incontournable, dans le domaine scolaire tout autant que dans l'ordre du social, parce qu'elle permet aux individus de s'impliquer activement dans les tâches qu'ils ont à effectuer. C'est pourquoi Isabelle Bordalo et Jean-Paul Ginestet sont allés puiser dans l'enseignement technologique où cette méthode a été mise en oeuvre systématiquement. Ils démontrent que cette forme particulière de pédagogie a contribué à faire entrer à l'école un peu du monde de l'entreprise et que le transfert des méthodes et des outils utilisés en technologie est possible dans les autres champs disciplinaires."", 'categories': ['Enseignement'], 'avg_rating': 0, 'page_count': 190}","La demande de projet est incontournable, dans le domaine scolaire tout autant que dans l'ordre du social, parce qu'elle permet aux individus de s'impliquer activement dans les tâches qu'ils ont à effectuer. C'est pourquoi Isabelle Bordalo et Jean-Paul Ginestet sont allés puiser dans l'enseignement technologique où cette méthode a été mise en oeuvre systématiquement. Ils démontrent que cette forme particulière de pédagogie a contribué à faire entrer à l'école un peu du monde de l'entreprise et que le transfert des méthodes et des outils utilisés en technologie est possible dans les autres champs disciplinaires.",['Enseignement'],"pour une pédagogie du projet / bordalo, isabelle enseignement--méthode des projets ",,9782011709219,Pour une pédagogie du projet,"Isabelle Bordalo, Jean-Paul Ginestet",Hachette Education,2006,"La demande de projet est incontournable, dans le domaine scolaire tout autant que dans l'ordre du social, parce qu'elle permet aux individus de s'impliquer activement dans les tâches qu'ils ont à effectuer. C'est pourquoi Isabelle Bordalo et Jean-Paul Ginestet sont allés puiser dans l'enseignement technologique où cette méthode a été mise en oeuvre systématiquement. Ils démontrent que cette forme particulière de pédagogie a contribué à faire entrer à l'école un peu du monde de l'entreprise et que le transfert des méthodes et des outils utilisés en technologie est possible dans les autres champs disciplinaires.",Enseignement,http://books.google.com/books/content?id=8hazAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Une classe qui coopère : pourquoi ? comment ? /,"Staquet, Christian",9782850084324; 2850084328,Chronique sociale,apprentissage (psychologie)--classe (enseignement)--coopération--élève,14,9782850084324,"{'description': ""Comment organiser les apprentissages pour que les élèves apprennent et s'apprennent les uns des autres en coopérant dans le travail ? La pédagogie coopérative implique les partenaires autour d'un objectif de travail ou d'apprentissage pour des échanges et des intelligences collectives. Elle donne aux élèves des outils de progression, de responsabilisation et de compréhension de leurs apprentissages en équipe. Apprendre à travailler avec les autres, c'est apprendre sur soi et grandir avec les autres. Il y a, dans cette approche active, interactive et basée sur le respect de chaque personne, une vraie manière de (re) motiver le travail scolaire en le reliant à la vie sociale du groupe, aux richesses de chacun, aux interactions entre pairs et, indirectement, aux interactions extra scolaires de l'élève. Apprendre à travailler avec les autres, dans des tâches qui ne sont pas spécialement nos points forts, mais avec le soutien des coéquipiers, est une étape très importante vers l'approche polyvalente de la vie et de la réussite des objectifs. Une décolonisation des habitudes de dépendances réciproques avec les élèves est nécessaire. Il est du ressort de l'adulte de ne plus proposer ou induire un modèle unique pour des stratégies de travail ou des pratiques d'apprentissages. Le défi de l'école est d'apprendre à apprendre, d'apprendre à se construire et d'apprendre à vivre ensemble. La coopération participe à des relations pacifiques, responsables et enrichissantes, des plus évoluées et des plus démocratiques."", 'categories': ['Apprentissage - Travail en équipe'], 'avg_rating': 0, 'page_count': 203}","Comment organiser les apprentissages pour que les élèves apprennent et s'apprennent les uns des autres en coopérant dans le travail ? La pédagogie coopérative implique les partenaires autour d'un objectif de travail ou d'apprentissage pour des échanges et des intelligences collectives. Elle donne aux élèves des outils de progression, de responsabilisation et de compréhension de leurs apprentissages en équipe. Apprendre à travailler avec les autres, c'est apprendre sur soi et grandir avec les autres. Il y a, dans cette approche active, interactive et basée sur le respect de chaque personne, une vraie manière de (re) motiver le travail scolaire en le reliant à la vie sociale du groupe, aux richesses de chacun, aux interactions entre pairs et, indirectement, aux interactions extra scolaires de l'élève. Apprendre à travailler avec les autres, dans des tâches qui ne sont pas spécialement nos points forts, mais avec le soutien des coéquipiers, est une étape très importante vers l'approche polyvalente de la vie et de la réussite des objectifs. Une décolonisation des habitudes de dépendances réciproques avec les élèves est nécessaire. Il est du ressort de l'adulte de ne plus proposer ou induire un modèle unique pour des stratégies de travail ou des pratiques d'apprentissages. Le défi de l'école est d'apprendre à apprendre, d'apprendre à se construire et d'apprendre à vivre ensemble. La coopération participe à des relations pacifiques, responsables et enrichissantes, des plus évoluées et des plus démocratiques.",['Apprentissage - Travail en équipe'],"une classe qui coopère : pourquoi ? comment ? / staquet, christian apprentissage (psychologie)--classe (enseignement)--coopération--élève ",,9782850084324,Une classe qui coopère,Christian Staquet,Chronique Sociale,2007,"Comment organiser les apprentissages pour que les élèves apprennent et s'apprennent les uns des autres en coopérant dans le travail ? La pédagogie coopérative implique les partenaires autour d'un objectif de travail ou d'apprentissage pour des échanges et des intelligences collectives. Elle donne aux élèves des outils de progression, de responsabilisation et de compréhension de leurs apprentissages en équipe. Apprendre à travailler avec les autres, c'est apprendre sur soi et grandir avec les autres. Il y a, dans cette approche active, interactive et basée sur le respect de chaque personne, une vraie manière de (re) motiver le travail scolaire en le reliant à la vie sociale du groupe, aux richesses de chacun, aux interactions entre pairs et, indirectement, aux interactions extra scolaires de l'élève. Apprendre à travailler avec les autres, dans des tâches qui ne sont pas spécialement nos points forts, mais avec le soutien des coéquipiers, est une étape très importante vers l'approche polyvalente de la vie et de la réussite des objectifs. Une décolonisation des habitudes de dépendances réciproques avec les élèves est nécessaire. Il est du ressort de l'adulte de ne plus proposer ou induire un modèle unique pour des stratégies de travail ou des pratiques d'apprentissages. Le défi de l'école est d'apprendre à apprendre, d'apprendre à se construire et d'apprendre à vivre ensemble. La coopération participe à des relations pacifiques, responsables et enrichissantes, des plus évoluées et des plus démocratiques.",Apprentissage - Travail en équipe,
Penser le projet : concepts et outils d'une pédagogie émancipatrice /,"Tilman, Francis",2850085510; 9782850085512,Chronique sociale,pédagogie de la maîtrise,15,2850085510,"{'description': ""La pédagogie du projet est omniprésente dans la littérature pédagogique. Elle est recommandée par les décideurs tant pour les pratiques scolaires que pour la formation d'adultes. Elle est parée d'immenses vertus éducatives. Mais est-elle vraiment cette pédagogie si novatrice et si performante ? Si nous concevons l'éducation comme une œuvre d'émancipation, à quelles conditions et dans quelles circonstances la pédagogie du projet peut-elle être un instrument au service de cet idéal ? À partir de l'expérience de l'équipe du Grain, voici un véritable guide de la pédagogie du projet émancipateur. Après un détour nécessaire pour clarifier la multiplicité de sens du mot projet, l'auteur nous présente trois formes de projet : le projet personnel, le projet de groupe et le projet d'organisation. Pour chacune, il précise ses caractéristiques et les conditions d'une pratique progressiste de la démarche. Les clarifications théoriques sont émaillées de nombreux exemples et accompagnées de la présentation d'outils pour une pratique efficace de chaque type de projet. Enfin, l'ouvrage interroge le succès que connaît aujourd'hui l'idéologie du projet et les risques d'illusion qu'elle véhicule. Un guide clair, accessible, approfondi et pragmatique."", 'categories': ['Enseignement - Méthode des projets'], 'avg_rating': 0, 'page_count': 203}","La pédagogie du projet est omniprésente dans la littérature pédagogique. Elle est recommandée par les décideurs tant pour les pratiques scolaires que pour la formation d'adultes. Elle est parée d'immenses vertus éducatives. Mais est-elle vraiment cette pédagogie si novatrice et si performante ? Si nous concevons l'éducation comme une œuvre d'émancipation, à quelles conditions et dans quelles circonstances la pédagogie du projet peut-elle être un instrument au service de cet idéal ? À partir de l'expérience de l'équipe du Grain, voici un véritable guide de la pédagogie du projet émancipateur. Après un détour nécessaire pour clarifier la multiplicité de sens du mot projet, l'auteur nous présente trois formes de projet : le projet personnel, le projet de groupe et le projet d'organisation. Pour chacune, il précise ses caractéristiques et les conditions d'une pratique progressiste de la démarche. Les clarifications théoriques sont émaillées de nombreux exemples et accompagnées de la présentation d'outils pour une pratique efficace de chaque type de projet. Enfin, l'ouvrage interroge le succès que connaît aujourd'hui l'idéologie du projet et les risques d'illusion qu'elle véhicule. Un guide clair, accessible, approfondi et pragmatique.",['Enseignement - Méthode des projets'],"penser le projet : concepts et outils d'une pédagogie émancipatrice / tilman, francis pédagogie de la maîtrise ",,2850085510,,,,,,,
Pays-Bas /,"Williams, Nicola",9782816195590; 2816195597,Lonely planet,Pays-Bas; Guides touristiques et de visite,16,9782816195590,"{'description': ""Lonely Planet : un guide de référence, à la fois pratique et culturel, pour découvrir les Pays-Bas. Un guide tout en couleurs pour apprécier la beauté d'un pays hors norme. Un aperçu des sites incontournables et des meilleures expériences sur place : les canaux d'Amsterdam, les chefs-d'œuvre néerlandais, le parc national de la Haute-Veluwe, Delft, Maastricht, Rotterdam, Texel, les fromages... Des suggestions d'itinéraires et une sélection thématique pour organiser un voyage en phase avec ses envies : architecture, marchés, cyclotourisme, moulins à vent... Un chapitre consacré aux voyages en famille. Un chapitre spécifique pour découvrir les Pays-Bas à vélo (renseignements, principales routes, des itinéraires décrits dans le détail, organisation, équipement, sécurité, hébergement...). De nombreuses cartes ainsi qu'une couverture approfondie des moyens de transport pour être autonome dans ses déplacements. Des focus sur l'histoire et la société néerlandaise, arts et architecture, environnement, cuisine locale..."", 'categories': [], 'avg_rating': 0, 'page_count': 382}","Lonely Planet : un guide de référence, à la fois pratique et culturel, pour découvrir les Pays-Bas. Un guide tout en couleurs pour apprécier la beauté d'un pays hors norme. Un aperçu des sites incontournables et des meilleures expériences sur place : les canaux d'Amsterdam, les chefs-d'œuvre néerlandais, le parc national de la Haute-Veluwe, Delft, Maastricht, Rotterdam, Texel, les fromages... Des suggestions d'itinéraires et une sélection thématique pour organiser un voyage en phase avec ses envies : architecture, marchés, cyclotourisme, moulins à vent... Un chapitre consacré aux voyages en famille. Un chapitre spécifique pour découvrir les Pays-Bas à vélo (renseignements, principales routes, des itinéraires décrits dans le détail, organisation, équipement, sécurité, hébergement...). De nombreuses cartes ainsi qu'une couverture approfondie des moyens de transport pour être autonome dans ses déplacements. Des focus sur l'histoire et la société néerlandaise, arts et architecture, environnement, cuisine locale...",[],"pays-bas / williams, nicola pays-bas; guides touristiques et de visite ",,9782816195590,Pays-Bas,"Nicola Williams, Abigail Hole, Mark Elliott",,2022,"Lonely Planet : un guide de référence, à la fois pratique et culturel, pour découvrir les Pays-Bas. Un guide tout en couleurs pour apprécier la beauté d'un pays hors norme. Un aperçu des sites incontournables et des meilleures expériences sur place : les canaux d'Amsterdam, les chefs-d'œuvre néerlandais, le parc national de la Haute-Veluwe, Delft, Maastricht, Rotterdam, Texel, les fromages... Des suggestions d'itinéraires et une sélection thématique pour organiser un voyage en phase avec ses envies : architecture, marchés, cyclotourisme, moulins à vent... Un chapitre consacré aux voyages en famille. Un chapitre spécifique pour découvrir les Pays-Bas à vélo (renseignements, principales routes, des itinéraires décrits dans le détail, organisation, équipement, sécurité, hébergement...). De nombreuses cartes ainsi qu'une couverture approfondie des moyens de transport pour être autonome dans ses déplacements. Des focus sur l'histoire et la société néerlandaise, arts et architecture, environnement, cuisine locale...",,
Amsterdam : balades urbaines /,"Vanderhaeghe, Katherine",9782016256336; 2016256338,Hachette,Amsterdam (Pays-Bas); Guides touristiques et de visite,17,9782016256336,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 208}",,[],"amsterdam : balades urbaines / vanderhaeghe, katherine amsterdam (pays-bas); guides touristiques et de visite ",,9782016256336,,,,,,,
"Amsterdam : + Rotterdam, Delft et La Haye : 2024-2025 /",,9782017884026; 2017884022,Hachette Livre,"Amsterdam (Pays-Bas); Amsterdam (Pays-Bas, région); Rotterdam (Pays-Bas); Delft (Pays-Bas); La Haye (Pays-Bas); [Guides touristiques et de visite]",18,9782017884026,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"amsterdam : + rotterdam, delft et la haye : 2024-2025 /  amsterdam (pays-bas); amsterdam (pays-bas, région); rotterdam (pays-bas); delft (pays-bas); la haye (pays-bas); [guides touristiques et de visite] ",,9782017884026,Amsterdam,Le Routard,Hachette Tourisme,2023-08-30,,,
Pays-Bas,,9782067257863; 2067257862,Michelin,Pays-Bas; Guides touristiques et de visite,19,9782067257863,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],pays-bas  pays-bas; guides touristiques et de visite ,,9782067257863,,,,,,,
Amsterdam /,"Catling, Christopher",9782822902526; 2822902526,National geographic,Amsterdam (Pays-Bas); [Guides touristiques et de visite],20,9782822902526,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 271}",,[],"amsterdam / catling, christopher amsterdam (pays-bas); [guides touristiques et de visite] ",,9782822902526,Amsterdam,"Christopher Catling, Gabriella Le Breton",National Geographic,2020-03-05,,,
