Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y
Vie de soeur Colette /,"Pierre, de Vaux, 15ème siècle",286272050X; 9782862720500,Université de Saint-Etienne,Colette--(sainte),13534,286272050X,,,,"vie de soeur colette / pierre, de vaux, 15ème siècle colette--(sainte) ",
Les politiques de la reproduction : les politiques d'avortement et de procréation médicalement assistée en France et en Suisse /,"Engeli, Isabelle",9782296117891; 2296117899,L'Harmattan,avortement--politique publique--France--Suisse; politique publique--procréation médicalement assistée--France--Suisse; politique de la santé--procréation--France--Suisse,13535,9782296117891,"{'description': '', 'categories': ['Abortion'], 'avg_rating': 0, 'page_count': 320}",,['Abortion'],"les politiques de la reproduction : les politiques d'avortement et de procréation médicalement assistée en france et en suisse / engeli, isabelle avortement--politique publique--france--suisse; politique publique--procréation médicalement assistée--france--suisse; politique de la santé--procréation--france--suisse ",
Les femmes dans la France moderne : XVIe-XVIIIe siècle /,"Godineau, Dominique",9782200632861; 220063286X,Armand Colin,Femmes--France--1500-1800; Manuels d'enseignement supérieur,13536,9782200632861,,,,"les femmes dans la france moderne : xvie-xviiie siècle / godineau, dominique femmes--france--1500-1800; manuels d'enseignement supérieur ",
Images et rites de la mort dans l'Egypte ancienne : l'apport des liturgies funéraires /,"Assmann, Jan",2951209266; 9782951209268,Cybele,rite funéraire--Egypte antique--[congrès]; image--mort--Egypte antique--[congrès],13537,2951209266,"{'description': 'La mise en oeuvre de moyens de survivre par delà la mort, question centrale de la culture égyptienne, a été le biais pour rendre traitable cette réalité incontournable du destin humain. Laissant de côté l\'apparat qui entoure le mort en Egypte, ses "" monuments d\'éternité "", Jan Assmann a analysé à travers les textes funéraires, particulièrement les Textes des sarcophages, premier témoignage de la ""démotisation"" de pratiques d\'abord réservées au seul pharaon, le rôle des ""liturgies funéraires"". Ces récitations rituelles, paroles que l\'écriture rend permanentes et performatives, octroient au défunt un statut dans la société des hommes comme des dieux, en tant qu\'esprit glorifié. Ayant franchi dans le triomphe de la justification, l\'épreuve du jugement, qui prend place dans le cadre du Rituel de l\'embaumement, lors des Veillées horaires, le mort, tel Horus vainqueur de Seth, pourra, tel Rê, participer éternellement au cycle de renaissance quotidienne ; et tel Osiris, auquel son fils Horus succède sur terre, il trouvera sa place dans la douat, le domaine des morts et se perpétuera à jamais par la relation père/fils.', 'categories': ['History'], 'avg_rating': 0, 'page_count': 127}","La mise en oeuvre de moyens de survivre par delà la mort, question centrale de la culture égyptienne, a été le biais pour rendre traitable cette réalité incontournable du destin humain. Laissant de côté l'apparat qui entoure le mort en Egypte, ses "" monuments d'éternité "", Jan Assmann a analysé à travers les textes funéraires, particulièrement les Textes des sarcophages, premier témoignage de la ""démotisation"" de pratiques d'abord réservées au seul pharaon, le rôle des ""liturgies funéraires"". Ces récitations rituelles, paroles que l'écriture rend permanentes et performatives, octroient au défunt un statut dans la société des hommes comme des dieux, en tant qu'esprit glorifié. Ayant franchi dans le triomphe de la justification, l'épreuve du jugement, qui prend place dans le cadre du Rituel de l'embaumement, lors des Veillées horaires, le mort, tel Horus vainqueur de Seth, pourra, tel Rê, participer éternellement au cycle de renaissance quotidienne ; et tel Osiris, auquel son fils Horus succède sur terre, il trouvera sa place dans la douat, le domaine des morts et se perpétuera à jamais par la relation père/fils.",['History'],"images et rites de la mort dans l'egypte ancienne : l'apport des liturgies funéraires / assmann, jan rite funéraire--egypte antique--[congrès]; image--mort--egypte antique--[congrès] ",
Histoire générale du Moyen Age au XVIIIe siècle /,"Giddey, Ernest",2601030763; 9782601030761,Payot,histoire--Moyen-Âge / 18e s.--[manuel],13538,2601030763,,,,"histoire générale du moyen age au xviiie siècle / giddey, ernest histoire--moyen-âge / 18e s.--[manuel] ",
Gérontologie psychogériatrie /,"Croitor, Chrystelle",9782757310557; 2757310550,Lamarre,Gérontopsychiatrie--Soins infirmiers--Stages,13539,9782757310557,,,,"gérontologie psychogériatrie / croitor, chrystelle gérontopsychiatrie--soins infirmiers--stages ",
La personne âgée et ses besoins : interventions infirmières /,,284276000X; 9782842760007,Seli Arslan,personne âgée--soins infirmiers--[manuel]; gériatrie--soins infirmiers--[manuel]; gériatrie--processus de soins infirmiers--[manuel]; Geriatric Nursing; Geriatrics,13540,284276000X,,,,la personne âgée et ses besoins : interventions infirmières /  personne âgée--soins infirmiers--[manuel]; gériatrie--soins infirmiers--[manuel]; gériatrie--processus de soins infirmiers--[manuel]; geriatric nursing; geriatrics ,
Screening sex : une histoire de la sexualité sur les écrans américains /,"Williams, Linda",9782918040576; 2918040576,Capricci,Sexualité; Cinéma américain; Films érotiques; Histoire; 20e siècle; Etats-Unis,13541,9782918040576,"{'description': 'A partir des années 1960, le cinéma américain commence à sortir de sa ""longue adolescence"": Elizabeth Taylor prononce des mots jusqu\'alors interdits, Dustin Hoffman perd sa virginité dans les bras de Mrs Robinson, Jon Voight fait le gigolo dans les rues de New York. A Hollywood, la sexualité fait enfin son apparition comme sujet et comme question de mise en scène. Comment représenter les rapports charnels ? Comment les intégrer à la narration et à la vie émotionnelle des personnages ? Quelle expérience le spectateur fait-il de telles scènes ? Dans l\'art du dévoilement et de l\'occultation, au coeur de la mise à l\'écran du sexe, une véritable politique de la représentation des corps est en jeu. Films étrangers, cinéma d\'exploitation ou d\'avant-garde, films populaires ou d\'auteur, cyberpornographie, Linda Williams explore de vastes territoires afin de comprendre la dynamique historique et culturelle par laquelle la sexualité, d\'obscène, est devenue ""en/scène"".', 'categories': [], 'avg_rating': 0, 'page_count': 258}","A partir des années 1960, le cinéma américain commence à sortir de sa ""longue adolescence"": Elizabeth Taylor prononce des mots jusqu'alors interdits, Dustin Hoffman perd sa virginité dans les bras de Mrs Robinson, Jon Voight fait le gigolo dans les rues de New York. A Hollywood, la sexualité fait enfin son apparition comme sujet et comme question de mise en scène. Comment représenter les rapports charnels ? Comment les intégrer à la narration et à la vie émotionnelle des personnages ? Quelle expérience le spectateur fait-il de telles scènes ? Dans l'art du dévoilement et de l'occultation, au coeur de la mise à l'écran du sexe, une véritable politique de la représentation des corps est en jeu. Films étrangers, cinéma d'exploitation ou d'avant-garde, films populaires ou d'auteur, cyberpornographie, Linda Williams explore de vastes territoires afin de comprendre la dynamique historique et culturelle par laquelle la sexualité, d'obscène, est devenue ""en/scène"".",[],"screening sex : une histoire de la sexualité sur les écrans américains / williams, linda sexualité; cinéma américain; films érotiques; histoire; 20e siècle; etats-unis ",
Fétichisme et curiosité /,"Mulvey, Laura",9782956870005; 2956870009,Editions Brook,Féminisme et cinéma; Critique cinématographique féministe; Théorie du cinéma; Cinéma et politique; Psychanalyse et cinéma; Feminism and motion pictures; Feminist film criticism; Women in motion pictures; Critique cinématographique féministe.; Féminisme et cinéma.; Femmes au cinéma.,13542,9782956870005,,,,"fétichisme et curiosité / mulvey, laura féminisme et cinéma; critique cinématographique féministe; théorie du cinéma; cinéma et politique; psychanalyse et cinéma; feminism and motion pictures; feminist film criticism; women in motion pictures; critique cinématographique féministe.; féminisme et cinéma.; femmes au cinéma. ",
Screening sex /,"Williams, Linda",9780822342632; 0822342634; 9780822342854; 0822342855,Duke University Press,Erotic films--United States--History and criticism; Sex in motion pictures; cinéma pornographique; cinéma--sexualité; baiser--cinéma,13543,9780822342632,,,,"screening sex / williams, linda erotic films--united states--history and criticism; sex in motion pictures; cinéma pornographique; cinéma--sexualité; baiser--cinéma ",
Firenze e la Toscana dei Medici nell'Europa del '500 : [convegno internazionale di studio tenutosi a Firenze dal 9 al 14 guigno 1980 ...],,8822231961; 9788822231963,Leo S Olschki,Médicis--(famille)--Europe--Florence (Italie)--16e s.--[congrès]; Europe--Toscane (Italie)--16e s.,13544,8822231961,,,,firenze e la toscana dei medici nell'europa del '500 : [convegno internazionale di studio tenutosi a firenze dal 9 al 14 guigno 1980 ...]  médicis--(famille)--europe--florence (italie)--16e s.--[congrès]; europe--toscane (italie)--16e s. ,
La bella confusione : l'anno di Fellini e Visconti /,"Piccolo, Francesco",8806231537; 9788806231538,Einaudi,,13545,8806231537,,,,"la bella confusione : l'anno di fellini e visconti / piccolo, francesco  ",
Le Japon illustré /,"Kié, Laure",9782317034091; 2317034091,Mango éditions,Cuisine japonaise.; Moeurs et coutumes--Japon.,13546,9782317034091,,,,"le japon illustré / kié, laure cuisine japonaise.; moeurs et coutumes--japon. ",
Palladio : introduzione alle architetture e al pensiero teorico /,"Puppi, Lionello",8877433035; 9788877433039,Arsenale,"Palladio, Andrea",13547,8877433035,,,,"palladio : introduzione alle architetture e al pensiero teorico / puppi, lionello palladio, andrea ",
Raphaël /,"De Vecchi, Pierluigi",2850881139; 9782850881138,Citadelles & Mazenod,Raphaël,13548,2850881139,,,,"raphaël / de vecchi, pierluigi raphaël ",
Raphaël : par le détail /,"Zuffi, Stefano, 1961-",9782754111317; 275411131X,Hazan,Raphaël--Critique et interprétation,13549,9782754111317,,,,"raphaël : par le détail / zuffi, stefano, 1961- raphaël--critique et interprétation ",
Images du Christ : des catacombes aux lendemains de l'iconoclasme /,"Spieser, Jean-Michel, 1942-",9782600005579; 2600005579,Droz,Jésus-Christ - image; Icônes; Église primitive (30-600),13550,9782600005579,,,,"images du christ : des catacombes aux lendemains de l'iconoclasme / spieser, jean-michel, 1942- jésus-christ - image; icônes; église primitive (30-600) ",
Epoque contemporaine : XIXe-XXIe siècles /,,9782080279644; 2080279645,Flammarion,Art--19e siècle; Art--20e siècle; Art--2000-....,13551,9782080279644,,,,epoque contemporaine : xixe-xxie siècles /  art--19e siècle; art--20e siècle; art--2000-.... ,
Pharmacopée européenne [10] : publiée selon la Convention relative à l'élaboration d'une pharmacopée européenne /,,9789287189134; 9287189137; 9789287189165; 9287189161; 9789287189196; 9287189196; 9789287186294; 9287186294; 9789287186324; 9287186324; 9789287186355; 9287186359; 9789287186782; 9287186782; 9789287186812; 9287186812; 9789287186843; 9287186847,Conseil de l'Europe,Pharmaceutical Preparations; Europe; Pharmacopoeia,13552,9789287189134,,,,pharmacopée européenne [10] : publiée selon la convention relative à l'élaboration d'une pharmacopée européenne /  pharmaceutical preparations; europe; pharmacopoeia ,
La respiration : bien plus qu'une pratique essentielle /,"Janssoone, Stéphane 19..-....",2716317798; 9782716317795,Dauphin,Respiration; Guides pratiques,13553,2716317798,,,,"la respiration : bien plus qu'une pratique essentielle / janssoone, stéphane 19..-.... respiration; guides pratiques ",
Je pratique la gym et la musculation pour les nuls /,"Targosz, Cyndi",9782412068489; 2412068488,First ed,Force musculaire--Entraînement; Condition physique--Entraînement,13554,9782412068489,,,,"je pratique la gym et la musculation pour les nuls / targosz, cyndi force musculaire--entraînement; condition physique--entraînement ",
Nadi sodhana : le yoga dans la tradition de Sri K. Pattabhi Jois : le manuel pratique de la série intermédiaire /,"Raisanen, Petri",9782351184431; 2351184432,Almora,Hatha-yoga; Guides pratiques,13555,9782351184431,,,,"nadi sodhana : le yoga dans la tradition de sri k. pattabhi jois : le manuel pratique de la série intermédiaire / raisanen, petri hatha-yoga; guides pratiques ",
Principes d'économétrie /,"Stock, James H., 1955-",9782744075940; 2744075949,Pearson,Économétrie; [Manuels d'enseignement supérieur],13556,9782744075940,,,,"principes d'économétrie / stock, james h., 1955- économétrie; [manuels d'enseignement supérieur] ",
Malea fashion district : [how successful managers use financial information to grow organizations] /,"Dávila, Antonio",9788494896101; 8494896105,Vease,Comptabilité de gestion; Manuels d'enseignement supérieur,13557,9788494896101,,,,"malea fashion district : [how successful managers use financial information to grow organizations] / dávila, antonio comptabilité de gestion; manuels d'enseignement supérieur ",
Oeuvres complètes /,"Racine, Jean, 1639-1699",,Seuil,,13558,,,,,"oeuvres complètes / racine, jean, 1639-1699  ",
Introduction à la littérature latine : des origines au Haut-Empire /,"Gaillard, Jacques, latiniste",2200617801; 9782200617806,Armand Colin,Littérature latine--Histoire et critique,13559,2200617801,,,,"introduction à la littérature latine : des origines au haut-empire / gaillard, jacques, latiniste littérature latine--histoire et critique ",
Wieder fit in deutsch : consolider et perfectionner son allemand :,"Clavier-Delmas, Cécilia",9782340043633; 2340043638,Ellipses,Allemand (langue); Manuels pour locuteurs du français,13560,9782340043633,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 264}",,[],"wieder fit in deutsch : consolider et perfectionner son allemand : clavier-delmas, cécilia allemand (langue); manuels pour locuteurs du français ",
La recherche documentaire au service des sciences infirmières : méthodes et ressources /,"Favre, Nathalie",9782757306765; 2757306766,Lamarre,"Recherche documentaire; Recherche documentaire automatisée; Bases de données; Internet; Soins infirmiers; Soins infirmiers à domicile; Formation; Recherche; Research Design; Education, Nursing--methods",13561,9782757306765,,,,"la recherche documentaire au service des sciences infirmières : méthodes et ressources / favre, nathalie recherche documentaire; recherche documentaire automatisée; bases de données; internet; soins infirmiers; soins infirmiers à domicile; formation; recherche; research design; education, nursing--methods ",
Bien débuter : neurologie-neurochirurgie /,"Chauvière, Blandine",9782294766282; 2294766288,Elsevier Masson,Maladies neurologiques--Soins infirmiers; Soins infirmiers en neurochirurgie,13562,9782294766282,,,,"bien débuter : neurologie-neurochirurgie / chauvière, blandine maladies neurologiques--soins infirmiers; soins infirmiers en neurochirurgie ",
Auprès de moi toujours /,"Ishiguro, Kazuo",2848930195; 9782848930190,Ed des 2 terres,,13563,2848930195,,,,"auprès de moi toujours / ishiguro, kazuo  ",
Le burlesque /,"Tessé, Jean-Philippe",9782866424725; 2866424727; 9782240025661; 2240025662,Scérén-CNDP; Cahiers du cinéma,burlesque--cinéma; COMIQUE,13564,9782866424725,,,,"le burlesque / tessé, jean-philippe burlesque--cinéma; comique ",
Recueil droit médical /,,3727228938; 9783727228933,Stämpfli Editions,"black people; Legislation, Medical; Gesundheitswesen; Bundesrecht; kantonales Recht; international; Gesetzessammlung; Medizin; Recht; Switzerland; Schweiz; Wallis; Freiburg(Kanton); Jura; Neuenburg(Kanton); Waadt; Genf(Kanton); Bern(Kanton); Legislation; Textreproduktion",13565,3727228938,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"recueil droit médical /  black people; legislation, medical; gesundheitswesen; bundesrecht; kantonales recht; international; gesetzessammlung; medizin; recht; switzerland; schweiz; wallis; freiburg(kanton); jura; neuenburg(kanton); waadt; genf(kanton); bern(kanton); legislation; textreproduktion ",
Les grandes pandémies de l'histoire : de la peste au covid /,"Vitaux, Jean médecin gastro-entérologue 1951-....",9791039200011,Archipoche,Peste; Variole; Rougeole; Tuberculose; Choléra; Grippe espagnole; Lèpre; Paludisme; Syphilis; Covid-19; Épidémies; Maladies infectieuses émergentes--Histoire; Covid-19--Histoire; Épidémies--Histoire,13566,9791039200011,,,,"les grandes pandémies de l'histoire : de la peste au covid / vitaux, jean médecin gastro-entérologue 1951-.... peste; variole; rougeole; tuberculose; choléra; grippe espagnole; lèpre; paludisme; syphilis; covid-19; épidémies; maladies infectieuses émergentes--histoire; covid-19--histoire; épidémies--histoire ",
Le plus beau métier du monde : dans les coulisses de l'industrie de la mode /,"Mensitieri, Giulia",9782707195401; 2707195405,La Découverte,Mode--Conditions de travail; Haute couture--Conditions de travail,13567,9782707195401,"{'description': 'La mode est l\'une des plus puissantes industries du monde : elle représente 6 % de la consommation mondiale et est en croissance constante. Depuis les années 1980 et l\'entrée dans l\'économie néolibérale, elle est devenue l\'image étincelante du capitalisme, combinant prestige, pouvoir et beauté, et occupe une place centrale dans les médias et les imaginaires. Pourtant, cette industrie, qui apparaît comme un horizon professionnel hautement désirable, repose principalement sur du travail précaire, et ce aussi bien là où la production est externalisée qu\'au coeur de la production créative du luxe, comme les prestigieux ateliers des maisons de couture. A partir d\'une enquête en immersion auprès des travailleurs créatifs de cette industrie (stylistes, mannequins, créateurs indépendants, coiffeurs, maquilleurs, vendeurs, journalistes, retoucheurs, stagiaires, agents commerciaux, etc.), ce livre dévoile la réalité du travail à l\'oeuvre derrière la façade glamour de la mode. Il met notamment en lumière les dynamiques d\'exploitation et d\'autoexploitation ainsi que le prestige social liés au fait de travailler dans un milieu désirable. Des séances de ""shooting"" pour magazines spécialisés à la collaboration auprès d\'un créateur de mode, en passant par des entretiens avec des stylistes travaillant pour de célèbres maisons de luxe et de couture, cette enquête dévoile une nouvelle forme de précarité caractéristique des industries culturelles du capitalisme contemporain, une précarité combinée au prestige, à la reconnaissance et à la visibilité. Il s\'agit ainsi de décrypter les dynamiques invisibles sur lesquelles repose l\'industrie de la mode pour mieux la ""déglamouriser"".', 'categories': ['Fashion'], 'avg_rating': 0, 'page_count': 280}","La mode est l'une des plus puissantes industries du monde : elle représente 6 % de la consommation mondiale et est en croissance constante. Depuis les années 1980 et l'entrée dans l'économie néolibérale, elle est devenue l'image étincelante du capitalisme, combinant prestige, pouvoir et beauté, et occupe une place centrale dans les médias et les imaginaires. Pourtant, cette industrie, qui apparaît comme un horizon professionnel hautement désirable, repose principalement sur du travail précaire, et ce aussi bien là où la production est externalisée qu'au coeur de la production créative du luxe, comme les prestigieux ateliers des maisons de couture. A partir d'une enquête en immersion auprès des travailleurs créatifs de cette industrie (stylistes, mannequins, créateurs indépendants, coiffeurs, maquilleurs, vendeurs, journalistes, retoucheurs, stagiaires, agents commerciaux, etc.), ce livre dévoile la réalité du travail à l'oeuvre derrière la façade glamour de la mode. Il met notamment en lumière les dynamiques d'exploitation et d'autoexploitation ainsi que le prestige social liés au fait de travailler dans un milieu désirable. Des séances de ""shooting"" pour magazines spécialisés à la collaboration auprès d'un créateur de mode, en passant par des entretiens avec des stylistes travaillant pour de célèbres maisons de luxe et de couture, cette enquête dévoile une nouvelle forme de précarité caractéristique des industries culturelles du capitalisme contemporain, une précarité combinée au prestige, à la reconnaissance et à la visibilité. Il s'agit ainsi de décrypter les dynamiques invisibles sur lesquelles repose l'industrie de la mode pour mieux la ""déglamouriser"".",['Fashion'],"le plus beau métier du monde : dans les coulisses de l'industrie de la mode / mensitieri, giulia mode--conditions de travail; haute couture--conditions de travail ",
Les lois fiscales fédérales : (y compris le Modèle de Convention de l'OCDE) : recueil compact des lois fédérales suisses en matière fiscale ... /,,9783906842684; 3906842681,Verlag Steuern und Recht GmbH,Gesetzessammlung; Abgaberecht; Steuer; Bundesrecht; Steuerharmonisierung; direkte Bundessteuer; international; OECD-Musterabkommen; Verrechnungssteuer; Stempelabgabe; Mehrwertsteuer; Kantons- und Gemeindesteuer; Erbschafts- und Schenkungssteuer; Virus(Krankheit); Epidemie; Englisch; Deutsch; Französisch; Italienisch; Schweiz; Textreproduktion; Wörterbuch,13568,9783906842684,,,,les lois fiscales fédérales : (y compris le modèle de convention de l'ocde) : recueil compact des lois fédérales suisses en matière fiscale ... /  gesetzessammlung; abgaberecht; steuer; bundesrecht; steuerharmonisierung; direkte bundessteuer; international; oecd-musterabkommen; verrechnungssteuer; stempelabgabe; mehrwertsteuer; kantons- und gemeindesteuer; erbschafts- und schenkungssteuer; virus(krankheit); epidemie; englisch; deutsch; französisch; italienisch; schweiz; textreproduktion; wörterbuch ,
"Respire, tu es vivante : de Lhassa à l'Everest, une aventure écologique et spirituelle /","Chaygneaud-Dupuy, Marion",9782380352221; 2380352224,Massot,Déchets--Élimination--Everest (mont)--1990-2020; Écologie des montagnes--Himalaya (chaîne)--1990-2020; Récits personnels,13569,9782380352221,,,,"respire, tu es vivante : de lhassa à l'everest, une aventure écologique et spirituelle / chaygneaud-dupuy, marion déchets--élimination--everest (mont)--1990-2020; écologie des montagnes--himalaya (chaîne)--1990-2020; récits personnels ",
Martin Eden /,"London, Jack, 1876-1916",,Edito-Service,,13570,,,,,"martin eden / london, jack, 1876-1916  ",
La part sauvage du monde : penser la nature dans l'Anthropocène /,"Maris, Virginie",9782021332544; 2021332543,Éditions du Seuil,Philosophy of nature; Human ecology--Philosophy; Nature--Protection; Philosophie de la nature; Environnement--Protection; Écologie humaine,13571,9782021332544,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 260}",,[],"la part sauvage du monde : penser la nature dans l'anthropocène / maris, virginie philosophy of nature; human ecology--philosophy; nature--protection; philosophie de la nature; environnement--protection; écologie humaine ",
La communauté dans la copropriété ordinaire : étude portant principalement sur la copropriété foncière /,"Perruchoud, Edmond C.",3905455927; 9783905455922,Dike,Grundeigentum; Miteigentum; Miteigentümergemeinschaft; Innenverhältnis; Aussenverhältnis; Eigentümer; Aktiv- und Passivlegitimation; Streitgenossenschaft; propriété commune; Communauté de biens; Copropriété; Droit; Schweiz; Suisse,13572,3905455927,,,,"la communauté dans la copropriété ordinaire : étude portant principalement sur la copropriété foncière / perruchoud, edmond c. grundeigentum; miteigentum; miteigentümergemeinschaft; innenverhältnis; aussenverhältnis; eigentümer; aktiv- und passivlegitimation; streitgenossenschaft; propriété commune; communauté de biens; copropriété; droit; schweiz; suisse ",
Grundrechte /,"Kiener, Regina 1962-....",9783727220371; 3727220376,Stämpfli,Grundrecht; Schweiz; Grundlagenwerk,13573,9783727220371,,,,"grundrechte / kiener, regina 1962-.... grundrecht; schweiz; grundlagenwerk ",
Psychiatrie /,"Granger, Bernard",9782294770562; 2294770560,Elsevier Masson,Maladies mentales--Soins infirmiers,13574,9782294770562,,,,"psychiatrie / granger, bernard maladies mentales--soins infirmiers ",
Etre infirmier en soins palliatifs : accompagner le patient en fin de vie et sa famille /,"Zerwekh, Joyce V.",9782804135164; 2804135160,De Boeck,Hospice Care; Palliative Care; Nursing Care; Terminally Ill; accompagnement des mourants--soins infirmiers--soins palliatifs--[manuel]; accompagnement des mourants--morale--soins infirmiers--[manuel]; famille--personnel soignant--soins palliatifs--[manuel],13575,9782804135164,,,,"etre infirmier en soins palliatifs : accompagner le patient en fin de vie et sa famille / zerwekh, joyce v. hospice care; palliative care; nursing care; terminally ill; accompagnement des mourants--soins infirmiers--soins palliatifs--[manuel]; accompagnement des mourants--morale--soins infirmiers--[manuel]; famille--personnel soignant--soins palliatifs--[manuel] ",
Processus traumatiques : unité d'enseignement 2.4 /,,9782311012859; 2311012851,Vuibert,Traumatologie; Soins infirmiers; [Manuels d'enseignement supérieur],13576,9782311012859,,,,processus traumatiques : unité d'enseignement 2.4 /  traumatologie; soins infirmiers; [manuels d'enseignement supérieur] ,
"Tout sur l'architecture : panorama des styles, des courants et des chefs-d’œuvre /",,9782081490833; 2081490838,Flammarion,Architecture--Style; Architecture; Architecture--Histoire; Ouvrages illustrés,13577,9782081490833,,,,"tout sur l'architecture : panorama des styles, des courants et des chefs-d’œuvre /  architecture--style; architecture; architecture--histoire; ouvrages illustrés ",
"Vulnérabilités, équité et santé /","Bodenmann, Patrick",9782880494346; 2880494346,Médecine et Hygiène,Public Health; Social Medicine; Vulnerable Populations; Health Services Accessibility; Socioeconomic Factors; Health Literacy; Emigrants and Immigrants; Transients and Migrants; Frail Elderly; Ill-Housed Persons; Persons With Hearing Impairments; Prisoners; Roma; Sexual and Gender Minorities; Sex Workers; Fragilité (médecine); Équité--Soins; Équité--Santé; Santé publique,13578,9782880494346,,,,"vulnérabilités, équité et santé / bodenmann, patrick public health; social medicine; vulnerable populations; health services accessibility; socioeconomic factors; health literacy; emigrants and immigrants; transients and migrants; frail elderly; ill-housed persons; persons with hearing impairments; prisoners; roma; sexual and gender minorities; sex workers; fragilité (médecine); équité--soins; équité--santé; santé publique ",
53 techniques que les naturopathes utilisent... sans oser vous le dire /,,9782940704200; 2940704201,PureSanté Editions,Médecine naturelle; Guides pratiques,13579,9782940704200,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],53 techniques que les naturopathes utilisent... sans oser vous le dire /  médecine naturelle; guides pratiques ,
"Vitaminas Naturais : Todos os suplementos de que precisa, de forma natural e saudável /","Streit, Lizzie 19..-....",9789896921866; 9896921865,Arte Plural Edições,,13580,9789896921866,,,,"vitaminas naturais : todos os suplementos de que precisa, de forma natural e saudável / streit, lizzie 19..-....  ",
"Je me soigne avec les mésonutriments : [oméga 3, coenzyme Q10, flavonoïdes... : les molécules naturelles 100 % efficaces pour votre santé] /","Dufour, Anne, 1971-",9791028517137,Leducs,Régimes alimentaires; Aliments; Nutriments; Recettes; [Guides pratiques],13581,9791028517137,,,,"je me soigne avec les mésonutriments : [oméga 3, coenzyme q10, flavonoïdes... : les molécules naturelles 100 % efficaces pour votre santé] / dufour, anne, 1971- régimes alimentaires; aliments; nutriments; recettes; [guides pratiques] ",
La nature en nous /,"Rosso, Lia, 1975-",9782832109267; 2832109268,Slatkine,Biologie humaine; Philosophie de l'homme; Vie (biologie); Philosophie de la nature,13582,9782832109267,,,,"la nature en nous / rosso, lia, 1975- biologie humaine; philosophie de l'homme; vie (biologie); philosophie de la nature ",
"Le guide des antidouleurs naturels : mal de tête, aphte, douleurs articulaires, digestives... : les secrets d'un médecin pour moins souffrir sans médicaments /","Rougier, Yann",9791028513030,Leducs,Douleur--Médecines alternatives,13583,9791028513030,,,,"le guide des antidouleurs naturels : mal de tête, aphte, douleurs articulaires, digestives... : les secrets d'un médecin pour moins souffrir sans médicaments / rougier, yann douleur--médecines alternatives ",
Atlas des migrants en Europe : approches critiques des politiques migratoires /,,2200616856; 9782200616854,A Colin,Immigrés; Migrations; Europe--Émigration et immigration--Cartes--1990-2020; Atlas,13584,2200616856,,,,atlas des migrants en europe : approches critiques des politiques migratoires /  immigrés; migrations; europe--émigration et immigration--cartes--1990-2020; atlas ,
"La notion de ""formule"" en analyse du discours : cadre théorique et méthodologique /","Krieg-Planque, Alice",9782848672557; 2848672552,Presses universitaires de Franche-Comté,analyse du discours--français (langue)--[études diverses]; analyse du discours--idiotisme--[études diverses],13585,9782848672557,,,,"la notion de ""formule"" en analyse du discours : cadre théorique et méthodologique / krieg-planque, alice analyse du discours--français (langue)--[études diverses]; analyse du discours--idiotisme--[études diverses] ",
Histoire : 5e/6e /,"Champigny, Danielle",9782091714271; 2091714275,Nathan,"Osiris; Homère.--""Iliade""; Homère.--""Odyssée""; Alexandre--(roi de Macédoine ;--3); Virgile.--""Enéide""; Charlemagne; ""Roman de Renart""; Écriture--Histoire; Préhistoire; Pharaons; Temples égyptiens; Pyramides; Citoyenneté (droit grec); Panathénées; Habitations--Rome; Barbares--Suisse; Burgondes; Alamans; Lombards (peuple germanique); Christianisme--Moyen âge; Croisades; Féodalité; Chevaliers; Châteaux forts; Villes médiévales; Peste noire; histoire--Antiquité / Moyen-Âge--[manuel]; Egypte antique; Delphoi (Grèce)--Sanctuaire d'Apollon; Athènes (Grèce)--Parthénon; Gaule--58-51 av. J.-C. (Guerre des Gaules); Empire romain; Rome--Histoire; Suisse--Antiquité; Empire byzantin; Empire islamique; Empire carolingien; Venise (Italie)--13e siècle; Bruges (Belgique)--13e siècle; Genève (Suisse, ville)--Moyen âge",13586,9782091714271,,,,"histoire : 5e/6e / champigny, danielle osiris; homère.--""iliade""; homère.--""odyssée""; alexandre--(roi de macédoine ;--3); virgile.--""enéide""; charlemagne; ""roman de renart""; écriture--histoire; préhistoire; pharaons; temples égyptiens; pyramides; citoyenneté (droit grec); panathénées; habitations--rome; barbares--suisse; burgondes; alamans; lombards (peuple germanique); christianisme--moyen âge; croisades; féodalité; chevaliers; châteaux forts; villes médiévales; peste noire; histoire--antiquité / moyen-âge--[manuel]; egypte antique; delphoi (grèce)--sanctuaire d'apollon; athènes (grèce)--parthénon; gaule--58-51 av. j.-c. (guerre des gaules); empire romain; rome--histoire; suisse--antiquité; empire byzantin; empire islamique; empire carolingien; venise (italie)--13e siècle; bruges (belgique)--13e siècle; genève (suisse, ville)--moyen âge ",
